x,y,z
17.5,17.5,1.5
17.55,17.55,1.5
17.6,17.6,1.5
17.65,17.65,1.5
17.7,17.7,1.5
17.75,17.75,1.5
17.8,17.8,1.5
17.85,17.85,1.5
17.9,17.9,1.5
17.95,17.95,1.5
18.0,18.0,1.5
18.05,18.05,1.5
18.1,18.1,1.5
18.15,18.15,1.5
18.2,18.2,1.5
18.25,18.25,1.5
18.3,18.3,1.5
18.35,18.35,1.5
18.4,18.4,1.5
18.45,18.45,1.5
18.5,18.5,1.5
18.55,18.55,1.5
18.6,18.6,1.5
18.65,18.65,1.5
18.7,18.7,1.5
18.75,18.75,1.5
18.8,18.8,1.5
18.85,18.85,1.5
18.9,18.9,1.5
18.95,18.95,1.5
19.0,19.0,1.5
19.05,19.05,1.5
19.1,19.1,1.5
19.15,19.15,1.5
19.2,19.2,1.5
19.25,19.25,1.5
19.3,19.3,1.5
19.35,19.35,1.5
19.4,19.4,1.5
19.45,19.45,1.5
19.5,19.5,1.5
19.55,19.55,1.5
19.6,19.6,1.5
19.65,19.65,1.5
19.7,19.7,1.5
19.75,19.75,1.5
19.8,19.8,1.5
19.85,19.85,1.5
19.9,19.9,1.5
19.95,19.95,1.5
20.0,20.0,1.5
20.05,20.05,1.5
20.1,20.1,1.5
20.15,20.15,1.5
20.2,20.2,1.5
20.25,20.25,1.5
20.3,20.3,1.5
20.35,20.35,1.5
20.4,20.4,1.5
20.45,20.45,1.5
20.5,20.5,1.5
20.55,20.55,1.5
20.6,20.6,1.5
20.65,20.65,1.5
20.7,20.7,1.5
20.75,20.75,1.5
20.8,20.8,1.5
20.85,20.85,1.5
20.9,20.9,1.5
20.95,20.95,1.5
21.0,21.0,1.5
21.05,21.05,1.5
21.1,21.1,1.5
21.15,21.15,1.5
21.2,21.2,1.5
21.25,21.25,1.5
21.3,21.3,1.5
21.35,21.35,1.5
21.4,21.4,1.5
21.45,21.45,1.5
21.5,21.5,1.5
21.55,21.55,1.5
21.6,21.6,1.5
21.65,21.65,1.5
21.7,21.7,1.5
21.75,21.75,1.5
21.8,21.8,1.5
21.85,21.85,1.5
21.9,21.9,1.5
21.95,21.95,1.5
22.0,22.0,1.5
22.05,22.05,1.5
22.1,22.1,1.5
22.15,22.15,1.5
22.2,22.2,1.5
22.25,22.25,1.5
22.3,22.3,1.5
22.35,22.35,1.5
22.4,22.4,1.5
22.45,22.45,1.5
22.5,22.5,1.5
22.55,22.55,1.5
22.6,22.6,1.5
22.65,22.65,1.5
22.7,22.7,1.5
22.75,22.75,1.5
22.8,22.8,1.5
22.85,22.85,1.5
22.9,22.9,1.5
22.95,22.95,1.5
23.0,23.0,1.5
23.05,23.05,1.5
23.1,23.1,1.5
23.15,23.15,1.5
23.2,23.2,1.5
23.25,23.25,1.5
23.3,23.3,1.5
23.35,23.35,1.5
23.4,23.4,1.5
23.45,23.45,1.5
23.5,23.5,1.5
23.55,23.55,1.5
23.6,23.6,1.5
23.65,23.65,1.5
23.7,23.7,1.5
23.75,23.75,1.5
23.8,23.8,1.5
23.85,23.85,1.5
23.9,23.9,1.5
23.95,23.95,1.5
24.0,24.0,1.5
24.05,24.05,1.5
24.1,24.1,1.5
24.15,24.15,1.5
24.2,24.2,1.5
24.25,24.25,1.5
24.3,24.3,1.5
24.35,24.35,1.5
24.4,24.4,1.5
24.45,24.45,1.5
24.5,24.5,1.5
24.55,24.55,1.5
24.6,24.6,1.5
24.65,24.65,1.5
24.7,24.7,1.5
24.75,24.75,1.5
24.8,24.8,1.5
24.85,24.85,1.5
24.9,24.9,1.5
24.95,24.95,1.5
25.0,25.0,1.5
25.05,25.05,1.5
25.1,25.1,1.5
25.15,25.15,1.5
25.2,25.2,1.5
25.25,25.25,1.5
25.3,25.3,1.5
25.35,25.35,1.5
25.4,25.4,1.5
25.45,25.45,1.5
25.5,25.5,1.5
25.55,25.55,1.5
25.6,25.6,1.5
25.65,25.65,1.5
25.7,25.7,1.5
25.75,25.75,1.5
25.8,25.8,1.5
25.85,25.85,1.5
25.9,25.9,1.5
25.95,25.95,1.5
26.0,26.0,1.5
26.05,26.05,1.5
26.1,26.1,1.5
26.15,26.15,1.5
26.2,26.2,1.5
26.25,26.25,1.5
26.3,26.3,1.5
26.35,26.35,1.5
26.4,26.4,1.5
26.45,26.45,1.5
26.5,26.5,1.5
26.55,26.55,1.5
26.6,26.6,1.5
26.65,26.65,1.5
26.7,26.7,1.5
26.75,26.75,1.5
26.8,26.8,1.5
26.85,26.85,1.5
26.9,26.9,1.5
26.95,26.95,1.5
27.0,27.0,1.5
27.05,27.05,1.5
27.1,27.1,1.5
27.15,27.15,1.5
27.2,27.2,1.5
27.25,27.25,1.5
27.3,27.3,1.5
27.35,27.35,1.5
27.4,27.4,1.5
27.45,27.45,1.5
27.5,27.5,1.5
27.55,27.55,1.5
27.6,27.6,1.5
27.65,27.65,1.5
27.7,27.7,1.5
27.75,27.75,1.5
27.8,27.8,1.5
27.85,27.85,1.5
27.9,27.9,1.5
27.95,27.95,1.5
28.0,28.0,1.5
28.05,28.05,1.5
28.1,28.1,1.5
28.15,28.15,1.5
28.2,28.2,1.5
28.25,28.25,1.5
28.3,28.3,1.5
28.35,28.35,1.5
28.4,28.4,1.5
28.45,28.45,1.5
28.5,28.5,1.5
28.55,28.55,1.5
28.6,28.6,1.5
28.65,28.65,1.5
28.7,28.7,1.5
28.75,28.75,1.5
28.8,28.8,1.5
28.85,28.85,1.5
28.9,28.9,1.5
28.95,28.95,1.5
29.0,29.0,1.5
29.05,29.05,1.5
29.1,29.1,1.5
29.15,29.15,1.5
29.2,29.2,1.5
29.25,29.25,1.5
29.3,29.3,1.5
29.35,29.35,1.5
29.4,29.4,1.5
29.45,29.45,1.5
29.5,29.5,1.5
29.55,29.55,1.5
29.6,29.6,1.5
29.65,29.65,1.5
29.7,29.7,1.5
29.75,29.75,1.5
29.8,29.8,1.5
29.85,29.85,1.5
29.9,29.9,1.5
29.95,29.95,1.5
30.0,30.0,1.5
30.05,30.05,1.5
30.1,30.1,1.5
30.15,30.15,1.5
30.2,30.2,1.5
30.25,30.25,1.5
30.3,30.3,1.5
30.35,30.35,1.5
30.4,30.4,1.5
30.45,30.45,1.5
30.5,30.5,1.5
30.55,30.55,1.5
30.6,30.6,1.5
30.65,30.65,1.5
30.7,30.7,1.5
30.75,30.75,1.5
30.8,30.8,1.5
30.85,30.85,1.5
30.9,30.9,1.5
30.95,30.95,1.5
31.0,31.0,1.5
31.05,31.05,1.5
31.1,31.1,1.5
31.15,31.15,1.5
31.2,31.2,1.5
31.25,31.25,1.5
31.3,31.3,1.5
31.35,31.35,1.5
31.4,31.4,1.5
31.45,31.45,1.5
31.5,31.5,1.5
31.55,31.55,1.5
31.6,31.6,1.5
31.65,31.65,1.5
31.7,31.7,1.5
31.75,31.75,1.5
31.8,31.8,1.5
31.85,31.85,1.5
31.9,31.9,1.5
31.95,31.95,1.5
32.0,32.0,1.5
32.05,32.05,1.5
32.1,32.1,1.5
32.15,32.15,1.5
32.2,32.2,1.5
32.25,32.25,1.5
32.3,32.3,1.5
32.35,32.35,1.5
32.4,32.4,1.5
32.45,32.45,1.5
32.5,32.5,1.5
32.55,32.55,1.5
32.6,32.6,1.5
32.65,32.65,1.5
32.7,32.7,1.5
32.75,32.75,1.5
32.8,32.8,1.5
32.85,32.85,1.5
32.9,32.9,1.5
32.95,32.95,1.5
33.0,33.0,1.5
33.05,33.05,1.5
33.1,33.1,1.5
33.15,33.15,1.5
33.2,33.2,1.5
33.25,33.25,1.5
33.3,33.3,1.5
33.35,33.35,1.5
33.4,33.4,1.5
33.45,33.45,1.5
33.5,33.5,1.5
33.55,33.55,1.5
33.6,33.6,1.5
33.65,33.65,1.5
33.7,33.7,1.5
33.75,33.75,1.5
33.8,33.8,1.5
33.85,33.85,1.5
33.9,33.9,1.5
33.95,33.95,1.5
34.0,34.0,1.5
34.05,34.05,1.5
34.1,34.1,1.5
34.15,34.15,1.5
34.2,34.2,1.5
34.25,34.25,1.5
34.3,34.3,1.5
34.35,34.35,1.5
34.4,34.4,1.5
34.45,34.45,1.5
34.5,34.5,1.5
34.55,34.55,1.5
34.6,34.6,1.5
34.65,34.65,1.5
34.7,34.7,1.5
34.75,34.75,1.5
34.8,34.8,1.5
34.85,34.85,1.5
34.9,34.9,1.5
34.95,34.95,1.5
35.0,35.0,1.5
35.05,35.05,1.5
35.1,35.1,1.5
35.15,35.15,1.5
35.2,35.2,1.5
35.25,35.25,1.5
35.3,35.3,1.5
35.35,35.35,1.5
35.4,35.4,1.5
35.45,35.45,1.5
35.5,35.5,1.5
35.55,35.55,1.5
35.6,35.6,1.5
35.65,35.65,1.5
35.7,35.7,1.5
35.75,35.75,1.5
35.8,35.8,1.5
35.85,35.85,1.5
35.9,35.9,1.5
35.95,35.95,1.5
36.0,36.0,1.5
36.05,36.05,1.5
36.1,36.1,1.5
36.15,36.15,1.5
36.2,36.2,1.5
36.25,36.25,1.5
36.3,36.3,1.5
36.35,36.35,1.5
36.4,36.4,1.5
36.45,36.45,1.5
36.5,36.5,1.5
36.55,36.55,1.5
36.6,36.6,1.5
36.65,36.65,1.5
36.7,36.7,1.5
36.75,36.75,1.5
36.8,36.8,1.5
36.85,36.85,1.5
36.9,36.9,1.5
36.95,36.95,1.5
37.0,37.0,1.5
37.05,37.05,1.5
37.1,37.1,1.5
37.15,37.15,1.5
37.2,37.2,1.5
37.25,37.25,1.5
37.3,37.3,1.5
37.35,37.35,1.5
37.4,37.4,1.5
37.45,37.45,1.5
37.5,37.5,1.5
37.55,37.55,1.5
37.6,37.6,1.5
37.65,37.65,1.5
37.7,37.7,1.5
37.75,37.75,1.5
37.8,37.8,1.5
37.85,37.85,1.5
37.9,37.9,1.5
37.95,37.95,1.5
38.0,38.0,1.5
38.05,38.05,1.5
38.1,38.1,1.5
38.15,38.15,1.5
38.2,38.2,1.5
38.25,38.25,1.5
38.3,38.3,1.5
38.35,38.35,1.5
38.4,38.4,1.5
38.45,38.45,1.5
38.5,38.5,1.5
38.55,38.55,1.5
38.6,38.6,1.5
38.65,38.65,1.5
38.7,38.7,1.5
38.75,38.75,1.5
38.8,38.8,1.5
38.85,38.85,1.5
38.9,38.9,1.5
38.95,38.95,1.5
39.0,39.0,1.5
39.05,39.05,1.5
39.1,39.1,1.5
39.15,39.15,1.5
39.2,39.2,1.5
39.25,39.25,1.5
39.3,39.3,1.5
39.35,39.35,1.5
39.4,39.4,1.5
39.45,39.45,1.5
39.5,39.5,1.5
39.55,39.55,1.5
39.6,39.6,1.5
39.65,39.65,1.5
39.7,39.7,1.5
39.75,39.75,1.5
39.8,39.8,1.5
39.85,39.85,1.5
39.9,39.9,1.5
39.95,39.95,1.5
40.0,40.0,1.5
40.05,40.05,1.5
40.1,40.1,1.5
40.15,40.15,1.5
40.2,40.2,1.5
40.25,40.25,1.5
40.3,40.3,1.5
40.35,40.35,1.5
40.4,40.4,1.5
40.45,40.45,1.5
40.5,40.5,1.5
40.55,40.55,1.5
40.6,40.6,1.5
40.65,40.65,1.5
40.7,40.7,1.5
40.75,40.75,1.5
40.8,40.8,1.5
40.85,40.85,1.5
40.9,40.9,1.5
40.95,40.95,1.5
41.0,41.0,1.5
41.05,41.05,1.5
41.1,41.1,1.5
41.15,41.15,1.5
41.2,41.2,1.5
41.25,41.25,1.5
41.3,41.3,1.5
41.35,41.35,1.5
41.4,41.4,1.5
41.45,41.45,1.5
41.5,41.5,1.5
41.55,41.55,1.5
41.6,41.6,1.5
41.65,41.65,1.5
41.7,41.7,1.5
41.75,41.75,1.5
41.8,41.8,1.5
41.85,41.85,1.5
41.9,41.9,1.5
41.95,41.95,1.5
42.0,42.0,1.5
42.05,42.05,1.5
42.1,42.1,1.5
42.15,42.15,1.5
42.2,42.2,1.5
42.25,42.25,1.5
42.3,42.3,1.5
42.35,42.35,1.5
42.4,42.4,1.5
42.45,42.45,1.5
42.5,42.5,1.5
42.55,42.55,1.5
42.6,42.6,1.5
42.65,42.65,1.5
42.7,42.7,1.5
42.75,42.75,1.5
42.8,42.8,1.5
42.85,42.85,1.5
42.9,42.9,1.5
42.95,42.95,1.5
43.0,43.0,1.5
43.05,43.05,1.5
43.1,43.1,1.5
43.15,43.15,1.5
43.2,43.2,1.5
43.25,43.25,1.5
43.3,43.3,1.5
43.35,43.35,1.5
43.4,43.4,1.5
43.45,43.45,1.5
43.5,43.5,1.5
43.55,43.55,1.5
43.6,43.6,1.5
43.65,43.65,1.5
43.7,43.7,1.5
43.75,43.75,1.5
43.8,43.8,1.5
43.85,43.85,1.5
43.9,43.9,1.5
43.95,43.95,1.5
44.0,44.0,1.5
44.05,44.05,1.5
44.1,44.1,1.5
44.15,44.15,1.5
44.2,44.2,1.5
44.25,44.25,1.5
44.3,44.3,1.5
44.35,44.35,1.5
44.4,44.4,1.5
44.45,44.45,1.5
44.5,44.5,1.5
44.55,44.55,1.5
44.6,44.6,1.5
44.65,44.65,1.5
44.7,44.7,1.5
44.75,44.75,1.5
44.8,44.8,1.5
44.85,44.85,1.5
44.9,44.9,1.5
44.95,44.95,1.5
45.0,45.0,1.5
45.05,45.05,1.5
45.1,45.1,1.5
45.15,45.15,1.5
45.2,45.2,1.5
45.25,45.25,1.5
45.3,45.3,1.5
45.35,45.35,1.5
45.4,45.4,1.5
45.45,45.45,1.5
45.5,45.5,1.5
45.55,45.55,1.5
45.6,45.6,1.5
45.65,45.65,1.5
45.7,45.7,1.5
45.75,45.75,1.5
45.8,45.8,1.5
45.85,45.85,1.5
45.9,45.9,1.5
45.95,45.95,1.5
46.0,46.0,1.5
46.05,46.05,1.5
46.1,46.1,1.5
46.15,46.15,1.5
46.2,46.2,1.5
46.25,46.25,1.5
46.3,46.3,1.5
46.35,46.35,1.5
46.4,46.4,1.5
46.45,46.45,1.5
46.5,46.5,1.5
46.55,46.55,1.5
46.6,46.6,1.5
46.65,46.65,1.5
46.7,46.7,1.5
46.75,46.75,1.5
46.8,46.8,1.5
46.85,46.85,1.5
46.9,46.9,1.5
46.95,46.95,1.5
47.0,47.0,1.5
47.05,47.05,1.5
47.1,47.1,1.5
47.15,47.15,1.5
47.2,47.2,1.5
47.25,47.25,1.5
47.3,47.3,1.5
47.35,47.35,1.5
47.4,47.4,1.5
47.45,47.45,1.5
47.5,47.5,1.5
47.55,47.55,1.5
47.6,47.6,1.5
47.65,47.65,1.5
47.7,47.7,1.5
47.75,47.75,1.5
47.8,47.8,1.5
47.85,47.85,1.5
47.9,47.9,1.5
47.95,47.95,1.5
48.0,48.0,1.5
48.05,48.05,1.5
48.1,48.1,1.5
48.15,48.15,1.5
48.2,48.2,1.5
48.25,48.25,1.5
48.3,48.3,1.5
48.35,48.35,1.5
48.4,48.4,1.5
48.45,48.45,1.5
48.5,48.5,1.5
48.55,48.55,1.5
48.6,48.6,1.5
48.65,48.65,1.5
48.7,48.7,1.5
48.75,48.75,1.5
48.8,48.8,1.5
48.85,48.85,1.5
48.9,48.9,1.5
48.95,48.95,1.5
49.0,49.0,1.5
49.05,49.05,1.5
49.1,49.1,1.5
49.15,49.15,1.5
49.2,49.2,1.5
49.25,49.25,1.5
49.3,49.3,1.5
49.35,49.35,1.5
49.4,49.4,1.5
49.45,49.45,1.5
49.5,49.5,1.5
49.55,49.55,1.5
49.6,49.6,1.5
49.65,49.65,1.5
49.7,49.7,1.5
49.75,49.75,1.5
49.8,49.8,1.5
49.85,49.85,1.5
49.9,49.9,1.5
49.95,49.95,1.5
